ReviewTitle,ReviewBody,ReviewStar,Product
"Waste of money!! Doesn't serve the purpose of being Bluetooth connected!
","The blootooth connectivity is pathetic. It automatically keeps disconnecting while listening to music. Returned the first order thinking it was a one off fault but the replacement product bis exactly the same.Pathetic!! Please do not buy.
",1,boAt Rockerz 255
"The hard band jumps while running... BOAt can provide some clips to hold it with ur cloaths
","The sound is great... connectivity is good... use just for one day... troubles when u run... the hard band jumps off... for running I wud say use without any hard band..
",4,boAt Rockerz 255
"Must buy 999 or less if you need Bluetooth earphones
","Product is quite good. I got it at 999 so sound quality is average but not so bad. Battery is awesome but can't guarantee about durability. I already had some bad experiences with BoAt. I will update review after 3 months so that you can better judge.
",3,boAt Rockerz 255
"Worth for money
","Good for Listening music and watching videos, noice cancellation is just ok, Call quality is not that great,
",4,boAt Rockerz 255
"Best
","Sound quality is best ! Bass in the sound is unexpectionally good. Product is good enough to buy one. Have no problem using it (4-6months using it)
",5,boAt Rockerz 255
"Claim Warranty
","To claim warrantyI want to claim warranty....I ve issue on my wireless bluetooth headset,It was not charging and working from last 4Days
",1,boAt Rockerz 255
"Not worth it
","Doesn't really look like whats shown in the pic..  It has a band and not just wire..  The sound quality is just ok but the battery life is too bad..  Doesn't even work for an hour..  Not worth it for 2k... Too disappointed
",3,boAt Rockerz 255
"Not at all satisfied with the product
","Pros -1. Sound quality is not bad2. Build quality is goodCons-1. No haptic motor (doesn't viberate on call)2. Battery life is below average3. Design is also not up to the mark as the buds keep hanging all the time
",1,boAt Rockerz 255
"Low bandwidth Blutooth (Up to 1-2 meter)
","I have only one issues regarding there blutooth connctivity.If i put my I-Pad/Mobile in Back Pocket, connections fluctuate.Amazon services are good nut issues gather the status.After 5 month left Side not in working state.
",3,boAt Rockerz 255
"Excellent product
","The sound quality is excellent in comparison to its price and battery life is too good. If used normally its battery stays for nearly 4 to 5 days. So it's good buy the product
",5,boAt Rockerz 255
"Battery life is not good
","I did not expect from this product. Battery is not good. Once I changed full, the duration of battery life is only 2 hours. I have ordered many items from Amazon but this was the first item got which is not good, felt very bad and unsatisfied.
",1,boAt Rockerz 255
"Great Product!
","Too good!!I have an iphone8 plus and it works great with it. Before this I had used original iphone earphones and belive me the quality of sound is same!!Good product at this price point. Would totally recommend it!Cheers🤟🏼
",5,boAt Rockerz 255
"Average product
","If you want enjoy the music, this is not the earphone to buy.. Sound Quality is very average.. nothing to praise about it.. you can use it as secondary earphone incase if your main earphone has any problems or if you missed to carry with you..
",2,boAt Rockerz 255
"Good sound
","Bought during offer just in 1000 rs.. sound quality is good..how long durable don't know
",4,boAt Rockerz 255
"Satisfied
","It is a wonderful product and no compromised in sound quality. This is my first product of boat and really satisfied with this.Plugs are little bit big so this is the only one drawback but doesnt matter infront of its sound quality. Go for it guys.
",5,boAt Rockerz 255
"Complaint!!
","Wonderful product by boat, but i just have a complaint, i want to replace my earphones. Because suddenly its right plug stopped working. I buyed it on 6 September 2018. From amazon itself. Can you guys help me on this part?? Guide me how to do it please.
",5,boAt Rockerz 255
"Awesome
","Gr8 product I am a music lover so it’s great for me very handy light weight and sound quality is superb gr8noise cancellation deep bass is awesome balance treble and bass effect must buy product battery backup is also gr8 and no connnectivity issue gr8sync
",5,boAt Rockerz 255
"Didn't get the product
","I didn't get the product till now.... disappointed...it was for a  friend who had a train on 24/6/19 . Now he has gone...... product is not useful for me...will return it as soon as i get....! Bad experience...!
",1,boAt Rockerz 255
"Quality good but just problem with carry ....
","Good one ,sound quality good but too long from head side Cary to difficult.
",4,boAt Rockerz 255
"terrific
","i always have an issue to enjoy music while on my bike rides wearing helmet cnt keep a ear plugs but this perfectly stuffed in
",5,boAt Rockerz 255
"Not for music lover
","The product is good but some times sound cuts while traveling, so the quality of the sound got affected, battery life is good, those who wants to buy for music should look for another product.
",3,boAt Rockerz 255
"Disappointed with the product
","Boat has lot of disturbance while talking on a call and also noise cancellation does not work at all..Ant audio is far better than this. No distrubance at all and also noise cancellation is excellent...Used on bike and during workouts as well
",2,boAt Rockerz 255
"BEST wireless headphones got at just 899
","1. Amazing sound quality & dual device connectivity2. Good mic3. Bass is also good4. Charges quickly with mobile adapterDurability - will update later on
",5,boAt Rockerz 255
"Stopped working after 1 month
","Brought this headset after seeing the good review comment online. The Headset was worked fine for a month, after that it stopped working. Same for my other friends as well.  If you are going for jogging then it is not recommended, go for better product.
",1,boAt Rockerz 255
"Very, very good product
","Very good product with good bass nd good batery back upsound quality decent, built quality is also good
",5,boAt Rockerz 255
"Good product. Satisfied with the performance.
","Very good product at this price. Battery lasts for about 5 hours. The only issue is that it doesn't show you the remaining battery, from 100% it goes to 80, and then ""Battery Low"", nothing in between.
",4,boAt Rockerz 255
"Good Product
","A good product, my only disappointment was that it doesn't stop playing music when the ear buds are attached together.The product box is not good, it is difficult to keep it back in product box.
",3,boAt Rockerz 255
"Good purchase
","Excellent piece of sound at available price. I bought it at 999/-Sound quality 5starBattery life 5starBouce cancellation 5starBuilt quality 5starOnly issue is while on call, person on other side hear surrounding sound too..
",5,boAt Rockerz 255
"Price worth
","Sound quality is not up to benchmark that brand given, but as i bought it in 1499/- it god product in the range also ready to rough used, build quality too much good, Baas is loud but whispered when full, 3/5 rating
",3,boAt Rockerz 255
"Value for money
","The sound seems just right. The bass is optimum, neither too high nor too low. Great value for money. Battery life could have been better. But at this price, it's a must buy!
",4,boAt Rockerz 255
